Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-05-20,45.11195082999093,45.31597764406921,44.315509215487054,45.006248474121094,154449200,0.0,0.0
2019-05-21,45.529830977395285,46.21319602277141,45.40200619348084,45.869056701660156,113459200,0.0,0.0
2019-05-22,45.392179283109975,45.65028567230087,44.873509706086665,44.93004608154297,118994400,0.0,0.0
2019-05-23,44.19751512864148,44.379415735002546,43.708342178711774,44.16310119628906,146118800,0.0,0.0
2019-05-24,44.29583955663506,44.77272101245825,43.907451605509344,43.99348831176758,94858800,0.0,0.0
2019-05-28,43.98119733790157,44.39170773234593,43.732925662460325,43.81158447265625,111792800,0.0,0.0
2019-05-29,43.3666581379876,44.086897644613266,43.2634163445386,43.60264205932617,113924800,0.0,0.0
2019-05-30,43.742755866203396,44.057398603332,43.42811312907479,43.828792572021484,84873600,0.0,0.0
2019-05-31,43.319959177947375,43.75259580649011,43.01515109966071,43.03481674194336,108174400,0.0,0.0
2019-06-03,43.16509498264856,43.735383561136594,41.854901205322946,42.5997200012207,161584400,0.0,0.0
2019-06-04,43.12576232535906,44.20488947795745,42.89961309016994,44.15818405151367,123872000,0.0,0.0
2019-06-05,45.2987633776942,45.47329358358249,44.52690484556918,44.87104415893555,119093600,0.0,0.0
2019-06-06,45.0037834854774,45.591280830826,44.77517372303158,45.52982711791992,90105200,0.0,0.0
2019-06-07,45.846933180945115,47.17679261856526,45.66503256527221,46.74169921875,122737600,0.0,0.0
2019-06-10,47.14975270693395,48.024853101394406,47.10304727843677,47.33903121948242,104883600,0.0,0.0
2019-06-11,47.8994870811754,48.1797158909156,47.589761686463824,47.8871955871582,107731600,0.0,0.0
2019-06-12,47.67579007218066,48.17233712633945,47.538134354394934,47.73478698730469,73012800,0.0,0.0
2019-06-13,47.86015544395798,48.3739076328465,47.5897613317817,47.72495651245117,86698400,0.0,0.0
2019-06-14,47.08584802678575,47.58730880630115,46.77857938102343,47.37836837768555,75046000,0.0,0.0
2019-06-17,47.417687002452,47.92406878620735,47.23824319728449,47.66104507446289,58676400,0.0,0.0
2019-06-18,48.192012891227506,49.23426568823325,47.985529271160836,48.78196716308594,106204000,0.0,0.0
2019-06-19,49.08431337013683,49.13347934673878,48.501733305610244,48.63938903808594,84496800,0.0,0.0
2019-06-20,49.2539239700853,49.312920888789584,48.67871807835817,49.030235290527344,86056000,0.0,0.0
2019-06-21,48.8679964186303,49.37191764727032,48.70821450422203,48.86307907104492,191202400,0.0,0.0
2019-06-24,48.80408437176486,49.202307025869366,48.71313406690444,48.81391906738281,72881600,0.0,0.0
2019-06-25,48.77704737835259,48.98107418947899,48.00518876498696,48.07402038574219,84281200,0.0,0.0
2019-06-26,48.61480760976474,49.40633178666687,48.51156581506062,49.11381149291992,104270000,0.0,0.0
2019-06-27,49.23425905219286,49.54890553905721,49.05727579516025,49.099063873291016,83598800,0.0,0.0
2019-06-28,48.83849794884417,49.04006794833198,48.437822250011166,48.65167999267578,124442400,0.0,0.0
2019-07-01,49.94220231372767,50.26667971411095,49.32274784534672,49.543983459472656,109012000,0.0,0.0
2019-07-02,49.50957553595035,49.932377426670676,49.49728404186853,49.834049224853516,67740800,0.0,0.0
2019-07-03,49.96924870565955,50.25439486779797,49.824218826082,50.24702072143555,45448000,0.0,0.0
2019-07-05,49.986459494732536,50.41171820515849,49.87583979331265,50.20277404785156,69062000,0.0,0.0
2019-07-08,49.36208455736408,49.50711443373263,48.7721303563993,49.16789245605469,101354400,0.0,0.0
2019-07-09,48.96632045552254,49.53415219467144,48.87045280801477,49.4677848815918,82312000,0.0,0.0
2019-07-10,49.6177329861857,50.07986239099611,49.54644457345082,49.95695495605469,71588400,0.0,0.0
2019-07-11,49.97662554206292,50.242106077912155,49.58332396182664,49.59315490722656,80767200,0.0,0.0
2019-07-12,49.765218918786644,50.146232711615866,49.70376520222829,49.97416305541992,70380800,0.0,0.0
2019-07-15,50.16836455719115,50.60591480107119,50.14624211528256,50.44367980957031,67789600,0.0,0.0
2019-07-16,50.29126458952185,50.6649042513423,50.02332727483549,50.269142150878906,67467200,0.0,0.0
2019-07-17,50.158531320008066,50.414177166785436,49.96679599721561,49.9864616394043,56430000,0.0,0.0
2019-07-18,50.146237157161366,50.60837034691694,50.07249194058627,50.554290771484375,74162400,0.0,0.0
2019-07-19,50.58624760058819,50.76077783333778,49.74310427765691,49.79964065551758,83717200,0.0,0.0
2019-07-22,50.060194734193374,50.940212383015215,50.05036379016258,50.9377555847168,89111600,0.0,0.0
2019-07-23,51.242568548586156,51.353184487971625,50.95496185501189,51.335975646972656,73420800,0.0,0.0
2019-07-24,51.04837457842703,51.41217954274557,50.92546714107804,51.294189453125,59966400,0.0,0.0
2019-07-25,51.348272038137395,51.43430874966423,50.81731097743828,50.88859939575195,55638400,0.0,0.0
2019-07-26,51.001671818788694,51.55475531577781,50.91809565722245,51.06558609008789,70475600,0.0,0.0
2019-07-29,51.242570697337385,51.778445326573724,51.23765334958331,51.54246139526367,86693600,0.0,0.0
2019-07-30,51.31631449406323,51.66045758659539,50.95988365784287,51.321231842041016,135742800,0.0,0.0
2019-07-31,53.19925219617575,54.41603501776263,51.940681297982614,52.3683967590332,277125600,0.0,0.0
2019-08-01,52.57979897871042,53.59501558794728,50.81976736730855,51.235191345214844,216071600,0.0,0.0
2019-08-02,50.52233653103811,50.74356844260392,49.563659913135915,50.15115737915039,163448400,0.0,0.0
2019-08-05,48.66889374699065,48.831128731506325,47.33903422834378,47.52585220336914,209572000,0.0,0.0
2019-08-06,48.25591661923135,48.68855319177108,47.697915813060085,48.42552947998047,143299200,0.0,0.0
2019-08-07,48.03468881870326,49.05481911746646,47.64384404165942,48.92699432373047,133457600,0.0,0.0
2019-08-08,49.212141523737905,50.0307055790937,49.01303205772876,50.00612258911133,108038000,0.0,0.0
2019-08-09,49.6705429000786,50.03079410278007,49.17457531548108,49.594051361083984,98478800,0.1925,0.0
2019-08-12,49.25600415173129,49.855605814098176,49.140031891213596,49.46820831298828,89927600,0.0,0.0
2019-08-13,49.60145396848044,52.345299925161015,49.468207483482736,51.563106536865234,188874000,0.0,0.0
2019-08-14,50.1294958711936,50.93883177540903,49.98884722337462,50.02832794189453,146189600,0.0,0.0
2019-08-15,50.20351824053085,50.61805446465058,49.26833807323468,49.779109954833984,108909600,0.0,0.0
2019-08-16,50.40585343579967,51.116491309722285,50.29728334227387,50.953636169433594,110481600,0.0,0.0
2019-08-19,51.97024497126182,52.49088522931742,51.824664043889456,51.90362548828125,97654400,0.0,0.0
2019-08-20,52.03440024276162,52.64387022162281,51.89622148505991,51.906089782714844,107537200,0.0,0.0
2019-08-21,52.555041127920724,52.7178925143045,52.21206036259508,52.46867752075195,86141600,0.0,0.0
2019-08-22,52.60438860907531,52.91282467553399,52.002320804933774,52.42426300048828,89014800,0.0,0.0
2019-08-23,51.676609390881886,52.32309393242031,49.59651841103476,50.00118637084961,187272000,0.0,0.0
2019-08-26,50.79571889319779,51.123895318619866,50.598319058308505,50.951171875,104174400,0.0,0.0
2019-08-27,51.2892135374702,51.459470837839405,50.220790618782196,50.376243591308594,103493200,0.0,0.0
2019-08-28,50.36144157217247,50.76117350260692,50.16897777121598,50.714290618896484,63755200,0.0,0.0
2019-08-29,51.44713460214683,51.64947046393978,50.993117627264745,51.572975158691406,83962000,0.0,0.0
2019-08-30,51.856738193903375,51.92829370234901,51.12635995571113,51.50635528564453,84573600,0.0,0.0
2019-09-03,50.9363588057203,51.072071414268315,50.39104600376601,50.75623321533203,80092000,0.0,0.0
2019-09-04,51.41998985685554,51.68894518485833,51.15597055980455,51.61738967895508,76752400,0.0,0.0
2019-09-05,52.31075631596396,52.796851852748645,52.189848023764014,52.62659454345703,95654800,0.0,0.0
2019-09-06,52.816592024884265,52.907887894433806,52.4365966879428,52.62165832519531,77449200,0.0,0.0
2019-09-09,53.011520307962385,53.40631996117027,52.08127988455099,52.84619903564453,109237600,0.0,0.0
2019-09-10,52.769704658551234,53.49021078657421,52.23919618285979,53.4704704284668,127111600,0.0,0.0
2019-09-11,53.80851953348013,55.20018279359783,53.72462206923899,55.170570373535156,177158400,0.0,0.0
2019-09-12,55.469137589386186,55.86886948809403,54.9904442580461,55.04719543457031,128906800,0.0,0.0
2019-09-13,54.28473911830358,54.47966902486235,53.549428706289405,53.97630310058594,159053200,0.0,0.0
2019-09-16,53.724626246199016,54.31682574734571,53.68267939336137,54.26007080078125,84632400,0.0,0.0
2019-09-17,54.274878202524775,54.48708236217297,54.0676063089673,54.45746994018555,73274800,0.0,0.0
2019-09-18,54.54629288217146,54.987975373039205,54.146561003470175,54.96823501586914,101360000,0.0,0.0
2019-09-19,54.78070878956322,55.21251926095524,54.376040841262245,54.52162551879883,88242400,0.0,0.0
2019-09-20,54.6252601714958,54.91642199954405,53.660471289919585,53.72462463378906,221652400,0.0,0.0
2019-09-23,54.02565758137024,54.24526389762034,53.70488333744272,53.96890640258789,76662000,0.0,0.0
2019-09-24,54.53889418361111,54.89914913594667,53.591379569783555,53.712284088134766,124763200,0.0,0.0
2019-09-25,53.92696236915153,54.654870729689485,53.57904558413584,54.53889846801758,87613600,0.0,0.0
2019-09-26,54.28474521486137,54.51668972864812,53.99604952166568,54.25760269165039,75334000,0.0,0.0
2019-09-27,54.41799207032664,54.52162990507631,53.613592140051225,53.993587493896484,101408000,0.0,0.0
2019-09-30,54.50681868108962,55.41485639397698,54.47967615737343,55.264339447021484,103909600,0.0,0.0
2019-10-01,55.5357624037749,56.31301973223136,55.3210883558932,55.417320251464844,139223200,0.0,0.0
2019-10-02,55.0397937123073,55.16810415881957,53.77397100279633,54.02812576293945,138449200,0.0,0.0
2019-10-03,53.89734628948592,54.52162430670117,53.083078145034186,54.48707962036133,114426000,0.0,0.0
2019-10-04,55.676409175480366,56.132896044276194,55.24459869719351,56.01445388793945,138478800,0.0,0.0
2019-10-07,55.83186449471422,56.73496244286446,55.72576052918076,56.02679443359375,122306000,0.0,0.0
2019-10-08,55.720824284554524,56.27353927082909,55.353167161293456,55.37043762207031,111820000,0.0,0.0
2019-10-09,56.019390106201165,56.206917873394616,55.67640936147679,56.01939010620117,74770400,0.0,0.0
2019-10-10,56.24146613616913,56.860808187549154,56.086016913845626,56.774444580078125,113013600,0.0,0.0
2019-10-11,57.48014226009338,58.63739493690759,57.322223151077296,58.2845458984375,166795600,0.0,0.0
2019-10-14,57.96129877997881,58.75830021337894,57.90454760318702,58.200645446777344,96427600,0.0,0.0
2019-10-15,58.32896071889062,58.63986291562065,57.956371309430054,58.06494140625,87360000,0.0,0.0
2019-10-16,57.58377940292155,58.04520232456722,57.54183254915172,57.830528259277344,73903200,0.0,0.0
2019-10-17,58.008182274322536,58.269735435014525,57.62078856417169,58.0550651550293,67585200,0.0,0.0
2019-10-18,57.88481570724295,58.6225961737474,57.81079029425135,58.333900451660156,97433600,0.0,0.0
2019-10-21,58.6077853613932,59.46400413492208,58.558436346553734,59.34556198120117,87247200,0.0,0.0
2019-10-22,59.5059558188481,59.762572975908796,59.12596046703526,59.20985794067383,82293600,0.0,0.0
2019-10-23,59.7378976444285,60.01919118072197,59.520757453223496,60.0043830871582,75828800,0.0,0.0
2019-10-24,60.332555355262414,60.40411462475276,59.66633426410654,60.10308074951172,69275200,0.0,0.0
2019-10-25,59.9994535507254,60.88034502086969,59.9303641713058,60.84333419799805,73477200,0.0,0.0
2019-10-28,61.05059513783881,61.502145949074915,60.877871709655466,61.452796936035156,96572800,0.0,0.0
2019-10-29,61.4330639550829,61.62552776461212,59.85387275764087,60.03152847290039,142839600,0.0,0.0
2019-10-30,60.394247422049006,60.52749391005349,59.51829201297246,60.02412414550781,124522000,0.0,0.0
2019-10-31,61.00618531413574,61.482408774003325,58.543629149511005,61.38124084472656,139162000,0.0,0.0
2019-11-01,61.57370853403913,63.15043359028992,61.479946528007694,63.123294830322266,151125200,0.0,0.0
2019-11-04,63.49587592185087,63.62419013844496,63.0147202001541,63.53782653808594,103272000,0.0,0.0
2019-11-05,63.426789078164155,63.70808638252622,63.2466672364161,63.446533203125,79897600,0.0,0.0
2019-11-06,63.357702507963594,63.53536198959503,63.01225560761848,63.47367477416992,75864400,0.0,0.0
2019-11-07,64.0354769401303,64.43393924960247,63.87955723437099,64.20624542236328,94940400,0.1925,0.0
2019-11-08,64.02309501185985,64.45620187804472,63.56771498460531,64.3819580078125,69986400,0.0,0.0
2019-11-11,63.92657657482488,64.95861178699752,63.921629500595145,64.89179229736328,81821200,0.0,0.0
2019-11-12,64.73091054619628,65.03780282727581,64.57499842160976,64.83238220214844,87388800,0.0,0.0
2019-11-13,64.6269758386535,65.53031158310456,64.61212706334192,65.4535903930664,102734400,0.0,0.0
2019-11-14,65.2754041989903,65.55506875054449,64.86704773067225,65.00069427490234,89182800,0.0,0.0
2019-11-15,65.25806734887001,65.77779711048589,65.0922535173772,65.7728500366211,100206400,0.0,0.0
2019-11-18,65.78275108570517,66.186160455152,65.39419804498037,66.1044921875,86703200,0.0,0.0
2019-11-19,66.30246925971491,66.3272197328586,65.68127543467715,65.90401458740234,76167200,0.0,0.0
2019-11-20,65.7184048710902,65.85204384631251,64.44630442355178,65.13680267333984,106234400,0.0,0.0
2019-11-21,65.26055318132221,65.33975169020474,64.63935167850222,64.84477233886719,121395200,0.0,0.0
2019-11-22,64.9883001608602,65.13431813426124,64.55519331418824,64.78783416748047,65325200,0.0,0.0
2019-11-25,65.01799989578086,65.94113895332909,64.97097626090833,65.92381286621094,84020400,0.0,0.0
2019-11-26,66.06488072091673,66.11932874021424,64.96602618802795,65.4090347290039,105207600,0.0,0.0
2019-11-27,65.72830670262603,66.32228798418757,65.66148720720393,66.28763580322266,65235600,0.0,0.0
2019-11-29,65.98073481855491,66.32721877923292,65.80748906182396,66.1416015625,46617600,0.0,0.0
2019-12-02,66.14655841550592,66.38910100023163,65.20115365862014,65.37686920166016,94487200,0.0,0.0
2019-12-03,63.9290474588139,64.23098511773262,63.42912111162705,64.21118927001953,114430400,0.0,0.0
2019-12-04,64.61212500614518,65.16649940755332,64.51560041690817,64.77793884277344,67181600,0.0,0.0
2019-12-05,65.28529336099838,65.80502310847498,65.02295495039496,65.7282943725586,74424400,0.0,0.0
2019-12-06,66.19853802401217,67.06969892200381,66.15398414439007,66.9979248046875,106075600,0.0,0.0
2019-12-09,66.82220899143479,67.02019770066575,65.562487513449,66.05994415283203,128042400,0.0,0.0
2019-12-10,66.47571958238892,66.83952965950252,65.79759282506276,66.4460220336914,90420400,0.0,0.0
2019-12-11,66.52768642006363,67.09443978399915,66.45096523946613,67.01276397705078,78756800,0.0,0.0
2019-12-12,66.27278774281302,67.45578813849357,66.158944602157,67.18354797363281,137310400,0.0,0.0
2019-12-13,67.18353388714586,68.13389317475338,67.05236468332258,68.09677124023438,133587600,0.0,0.0
2019-12-16,68.55464193586096,69.49262994572007,68.54969486122224,69.26245880126953,128186000,0.0,0.0
2019-12-17,69.19068442594205,69.73515713342127,69.0001125584572,69.39857482910156,114158400,0.0,0.0
2019-12-18,69.24759871324123,69.76732847126826,69.07930756958584,69.23274993896484,116028400,0.0,0.0
2019-12-19,69.17335583299139,69.58913662425664,69.03723954924602,69.30204772949219,98369200,0.0,0.0
2019-12-20,69.84900653806812,69.95294796135921,68.94071620064885,69.15850830078125,275978000,0.0,0.0
2019-12-23,69.42827417438318,70.34893601377244,69.3886749223596,70.28706359863281,98572000,0.0,0.0
2019-12-24,70.45783081474761,70.5073317670924,70.01977684235733,70.3538818359375,48478800,0.0,0.0
2019-12-26,70.4900114250055,71.76705906120304,70.46031387229158,71.7497329711914,93121200,0.0,0.0
2019-12-27,72.0491765123316,72.75452343544748,71.30670765700619,71.72248840332031,146266000,0.0,0.0
2019-12-30,71.63835003957698,72.43774430649128,70.5889963688066,72.14817810058594,144114400,0.0,0.0
2019-12-31,71.75467688757888,72.68276313296889,71.65320521841534,72.67533874511719,100805600,0.0,0.0
2020-01-02,73.3163250530236,74.39538375959914,73.05646396448488,74.33351135253906,135480400,0.0,0.0
2020-01-03,73.54154304851478,74.39043067834233,73.38067629737418,73.61083984375,146322800,0.0,0.0
2020-01-06,72.70998763852474,74.23699457572211,72.45259628331918,74.19739532470703,118387200,0.0,0.0
2020-01-07,74.20729754715829,74.46963597829003,73.62322558434722,73.84844207763672,108872000,0.0,0.0
2020-01-08,73.54402235489995,75.3457466326296,73.54402235489995,75.03638458251953,132079200,0.0,0.0
2020-01-09,76.03871464042719,76.82820719691152,75.78133085261629,76.63021850585938,170108400,0.0,0.0
2020-01-10,76.87028620624604,77.38259159045356,76.28868402268566,76.80345916748047,140644800,0.0,0.0
2020-01-13,77.1276814249439,78.47154846881465,77.00640635540287,78.44432067871094,121532000,0.0,0.0
2020-01-14,78.37997641388048,78.59529120433515,77.25884858378717,77.38506317138672,161954400,0.0,0.0
2020-01-15,77.1796507914472,78.08298652596076,76.61042005055371,77.05342864990234,121923600,0.0,0.0
2020-01-16,77.61027458974596,78.13248165280633,77.23904013314937,78.01863098144531,108829200,0.0,0.0
2020-01-17,78.27354008656016,78.88483975544591,77.959230985399,78.88236999511719,137816400,0.0,0.0
2020-01-21,78.50124358480403,78.95414632625433,78.20673029371567,78.3478012084961,110843200,0.0,0.0
2020-01-22,78.84524884062175,79.19421015109624,78.53093970624963,78.6274642944336,101832400,0.0,0.0
2020-01-23,78.68190795730239,79.08778703060912,78.12010165296385,79.00611877441406,104472000,0.0,0.0
2020-01-24,79.25856530829839,80.02083015415818,78.58291580306104,78.77843475341797,146537600,0.0,0.0
2020-01-27,76.73663920361774,77.15984438443053,75.45464464718131,76.46192932128906,161940000,0.0,0.0
2020-01-28,77.36527088060714,78.80070791818241,77.2637992115035,78.62499237060547,162234000,0.0,0.0
2020-01-29,80.29801788834203,81.13948116603778,79.53822286981031,80.27079010009766,216229200,0.0,0.0
2020-01-30,79.33033513348623,80.2089203766027,78.88732654181285,80.15447235107422,126743200,0.0,0.0
2020-01-31,79.42684459861029,79.85995144814052,76.2985796243082,76.60051727294922,199588400,0.0,0.0
2020-02-03,75.3111007584246,77.58553134534199,74.79632558719902,76.3901596069336,173985600,0.0,0.0
2020-02-04,78.03596335450376,79.10759780175795,77.62018254229295,78.91207885742188,136616400,0.0,0.0
2020-02-05,80.06784744800166,80.37473974452539,78.93682550740823,79.55554962158203,118826800,0.0,0.0
2020-02-06,79.83273812473044,80.48858418594696,79.26103763808655,80.4861068725586,105425600,0.0,0.0
2020-02-07,79.97258917256441,80.22810820495764,78.88849378686976,79.39208984375,117684000,0.1925,0.0
2020-02-10,77.94083856057252,79.7691650390625,77.85897647273852,79.7691650390625,109348800,0.0,0.0
2020-02-11,80.2777199667695,80.35214003964703,79.06461978390024,79.28788757324219,94323200,0.0,0.0
2020-02-12,79.74931528791934,81.1757580700274,79.74931528791934,81.1707992553711,113730400,0.0,0.0
2020-02-13,80.42408289518436,80.92767890022404,80.21569912455165,80.5927734375,94747600,0.0,0.0
2020-02-14,80.56052350054968,80.86814413223347,80.0916619018292,80.61262512207031,80113600,0.0,0.0
2020-02-18,78.23356221208705,79.3226239195438,78.04750445465262,79.13656616210938,152531200,0.0,0.0
2020-02-19,79.38464672144906,80.51836052441013,79.38464672144906,80.28268432617188,93984000,0.0,0.0
2020-02-20,80.03709200778144,80.53820487420776,78.94058822314523,79.45906829833984,100566000,0.0,0.0
2020-02-21,79.04229800485112,79.49628318590104,77.02791383660515,77.66050720214844,129554000,0.0,0.0
2020-02-24,73.74337677664374,75.46006550121835,71.75131862538227,73.97160339355469,222195200,0.0,0.0
2020-02-25,74.65877601935712,75.0507343474107,70.9822730702131,71.46601867675781,230673600,0.0,0.0
2020-02-26,71.0815089092779,73.89718462701953,71.07406690143598,72.59973907470703,198054800,0.0,0.0
2020-02-27,69.73444708820585,70.95002288930026,67.71509664895453,67.85401916503906,320605600,0.0,0.0
2020-02-28,63.82029705972295,69.06712455737672,63.599504876349656,67.8143310546875,426884800,0.0,0.0
2020-03-02,70.02717882445936,74.78033529507726,68.89594825248955,74.12789154052734,341397200,0.0,0.0
2020-03-03,75.33354215020442,75.41540422499466,70.90040002271473,71.77363586425781,319475600,0.0,0.0
2020-03-04,73.53994689899162,75.26656070889756,72.71881263003313,75.10282897949219,219178400,0.0,0.0
2020-03-05,73.31171936414619,74.31146946745307,72.29212643004331,72.6667251586914,187572800,0.0,0.0
2020-03-06,69.95772465970889,72.14576595007878,69.76670806605833,71.70170593261719,226176800,0.0,0.0
2020-03-09,65.4303052680627,68.98772835026587,65.24424752796394,66.03065490722656,286744800,0.0,0.0
2020-03-10,68.75207350308885,71.05918691336672,66.82451008497112,70.78630065917969,285290000,0.0,0.0
2020-03-11,68.81409442520648,69.76422616648487,67.44222111285379,68.3278579711914,255598800,0.0,0.0
2020-03-12,63.49283374262304,66.98079607322374,61.52310157836848,61.58015823364258,418474000,0.0,0.0
2020-03-13,65.71312556970834,69.44172288360609,62.751081555029955,68.95796966552734,370732000,0.0,0.0
2020-03-16,60.02222851534738,64.27178488917372,59.53847912949117,60.08673095703125,322423600,0.0,0.0
2020-03-17,61.40153863474868,63.907114134028,59.14155694975197,62.72875213623047,324056000,0.0,0.0
2020-03-18,59.48142729661009,62.01925411510065,58.824020931777106,61.19315719604492,300233600,0.0,0.0
2020-03-19,61.37177392983253,62.723792934040475,60.185966075062154,60.72429275512695,271857200,0.0,0.0
2020-03-20,61.31967743628881,62.4732378777731,56.56156189717252,56.869178771972656,401693200,0.0,0.0
2020-03-23,56.5814086942201,56.68560059117353,52.743656789004596,55.661041259765625,336752800,0.0,0.0
2020-03-24,58.63548691777723,61.44620011978973,58.12444884202133,61.24525833129883,287531200,0.0,0.0
2020-03-25,62.20531300606654,64.0658906632769,60.605216977936614,60.90787124633789,303602000,0.0,0.0
2020-03-26,61.15595167937888,64.17256554570575,61.116258445325265,64.11302947998047,252087200,0.0,0.0
2020-03-27,62.70146742503598,63.47546652377625,61.28742915412396,61.45860290527344,204216800,0.0,0.0
2020-03-30,62.20283007612691,63.38863786634331,61.87040400999372,63.212501525878906,167976400,0.0,0.0
2020-03-31,63.40848779890306,65.1177345291997,62.51540901314474,63.08350372314453,197002000,0.0,0.0
2020-04-01,61.15099000188621,61.70172133028942,59.32266343910697,59.76424026489258,176218400,0.0,0.0
2020-04-02,59.62282872479055,60.816078558245266,58.76944318970685,60.76150131225586,165934000,0.0,0.0
2020-04-03,60.23310205770561,60.95252391165192,59.28296660353949,59.888275146484375,129880000,0.0,0.0
2020-04-06,62.24251739176921,65.27153542279238,61.86544307961198,65.1127700805664,201820400,0.0,0.0
2020-04-07,67.17926216892421,67.40253757068295,64.25195600471568,64.35862731933594,202887200,0.0,0.0
2020-04-08,65.17975106423584,66.32834882972527,64.80515992791106,66.00585174560547,168895200,0.0,0.0
2020-04-09,66.65829497250377,66.99815926161297,65.66598694207251,66.4821548461914,162116400,0.0,0.0
2020-04-13,66.56153971646816,67.89867838949121,65.94630602683381,67.78704071044922,131022800,0.0,0.0
2020-04-14,69.46155529194283,71.50819040322328,68.9778021464476,71.21049499511719,194994800,0.0,0.0
2020-04-15,70.0569432387723,71.03188403114683,69.61784967452274,70.56053924560547,131154400,0.0,0.0
2020-04-16,71.29237430879502,71.49579927956846,70.04454721695318,71.12120056152344,157125200,0.0,0.0
2020-04-17,70.62504287757615,71.18569932926823,68.68259569657202,70.15617370605469,215250000,0.0,0.0
2020-04-20,68.9530174904958,69.87834002046695,68.68013122762753,68.6999740600586,130015200,0.0,0.0
2020-04-21,68.53871363430203,68.77934862845447,65.8470766553496,66.57642364501953,180991600,0.0,0.0
2020-04-22,67.87634742486239,68.94059992309118,67.52656550116922,68.49406433105469,117057200,0.0,0.0
2020-04-23,68.43700622462066,69.89570031201097,68.18892920487971,68.22862243652344,124814400,0.0,0.0
2020-04-24,68.76694743435243,70.20827419882289,68.71732900606436,70.19834899902344,126508800,0.0,0.0
